epoch,accuracy,auc,loss,lr,sensitivity_at_specificity,specificity_at_sensitivity,val_accuracy,val_auc,val_loss,val_sensitivity_at_specificity,val_specificity_at_sensitivity
38,0.8587276935577393,0.8641658425331116,0.31697580218315125,0.001,0.9396128058433533,0.9397287368774414,0.8298609852790833,0.8323331475257874,0.35982745885849,0.9034185409545898,0.9078194499015808
39,0.8581896424293518,0.8613008856773376,0.319064736366272,0.001,0.9317362308502197,0.9386234283447266,0.8285985589027405,0.8373749256134033,0.36182814836502075,0.9181325435638428,0.9076536297798157
40,0.8636175394058228,0.870556116104126,0.30995187163352966,0.001,0.9369422197341919,0.9459863901138306,0.8241804242134094,0.8418319821357727,0.3546483516693115,0.9206748008728027,0.9125033020973206
41,0.8598382472991943,0.867672324180603,0.3141016960144043,0.001,0.9410670399665833,0.9411861300468445,0.8253840208053589,0.8407999277114868,0.353774756193161,0.9227558970451355,0.9117294549942017
42,0.8589743375778198,0.8640323281288147,0.31701886653900146,0.001,0.9357509613037109,0.9404468536376953,0.8403407335281372,0.8451263904571533,0.347147136926651,0.9139915704727173,0.9177905917167664
43,0.8621282577514648,0.8631144762039185,0.31632742285728455,0.001,0.9317023158073425,0.9445788860321045,0.8374457955360413,0.8462768793106079,0.34114307165145874,0.9243073463439941,0.9172366857528687
44,0.8612133860588074,0.8636687397956848,0.31571105122566223,0.001,0.9309717416763306,0.9428841471672058,0.8429890275001526,0.8424688577651978,0.34656623005867004,0.917211651802063,0.9195505976676941
45,0.8599542379379272,0.8617274761199951,0.3184182643890381,0.001,0.9267231225967407,0.9413753151893616,0.8373443484306335,0.8437916040420532,0.34667518734931946,0.9152923822402954,0.9180439710617065
46,0.855787992477417,0.862468957901001,0.3189854323863983,0.001,0.9334310293197632,0.9357582926750183,0.8426625728607178,0.8341555595397949,0.3480369746685028,0.9002851843833923,0.9184872508049011
47,0.8634939789772034,0.8718696236610413,0.308758020401001,0.001,0.9391010403633118,0.9460992217063904,0.8285219669342041,0.8441216349601746,0.3503998816013336,0.9252915978431702,0.9102867841720581
48,0.8604544997215271,0.8669781684875488,0.31397539377212524,0.001,0.9302276968955994,0.9419230222702026,0.8386489152908325,0.8448600769042969,0.34201720356941223,0.9138258099555969,0.9174432158470154
49,0.8640794157981873,0.8717289566993713,0.30737078189849854,0.001,0.930353581905365,0.9456830024719238,0.8515142202377319,0.8329970836639404,0.34893104434013367,0.8977292776107788,0.9311239123344421
50,0.8573591113090515,0.8634912967681885,0.3180941343307495,0.001,0.9354597926139832,0.9386633634567261,0.8138620257377625,0.8269110918045044,0.3702499568462372,0.9088863730430603,0.9016138315200806
51,0.8609759211540222,0.8692052364349365,0.31160709261894226,0.000100000005,0.9377834796905518,0.9426363706588745,0.8440592288970947,0.8469778895378113,0.3365509808063507,0.9146103262901306,0.9219814538955688
52,0.866267204284668,0.8802787065505981,0.29976174235343933,0.000100000005,0.9454728960990906,0.9485321044921875,0.8429002165794373,0.851305365562439,0.33571991324424744,0.9225772619247437,0.9240922331809998
53,0.870093822479248,0.8832434415817261,0.2960413098335266,0.000100000005,0.9472420811653137,0.9528406858444214,0.8433017134666443,0.8525551557540894,0.3350326716899872,0.9233623147010803,0.9241330027580261
54,0.8701171875,0.888096034526825,0.2918204367160797,0.000100000005,0.9525706171989441,0.9511041045188904,0.8476264476776123,0.8534280061721802,0.3318321108818054,0.9250974059104919,0.9279246926307678
55,0.8720859289169312,0.8850868940353394,0.2935555577278137,0.000100000005,0.9485816359519958,0.954096257686615,0.8487042188644409,0.8535209894180298,0.33168846368789673,0.9276527762413025,0.929538369178772
56,0.8699946403503418,0.8835932016372681,0.2954961061477661,0.000100000005,0.9456742405891418,0.9517329335212708,0.847970187664032,0.8547179698944092,0.3309321999549866,0.9241442084312439,0.9278028011322021
57,0.8691442608833313,0.8879340887069702,0.2920386791229248,0.000100000005,0.9528909921646118,0.9513242840766907,0.8467207551002502,0.8553049564361572,0.3308723270893097,0.9298720955848694,0.9275623559951782
58,0.8708256483078003,0.8882678747177124,0.2911473512649536,0.000100000005,0.9513363838195801,0.9535365104675293,0.8443838357925415,0.8562914133071899,0.3319248557090759,0.9313930869102478,0.9270025491714478
59,0.8730133771896362,0.8915196657180786,0.28721773624420166,0.000100000005,0.9536828398704529,0.9555864334106445,0.8411667943000793,0.8570579290390015,0.33293697237968445,0.9314469695091248,0.923270046710968
60,0.8684613108634949,0.8868955373764038,0.2933781147003174,0.000100000005,0.9531223773956299,0.9511805176734924,0.8443218469619751,0.8569265604019165,0.3309606611728668,0.9278272390365601,0.9245367050170898
61,0.8705210089683533,0.8863310813903809,0.2927316725254059,0.000100000005,0.9493787884712219,0.9516510963439941,0.8461519479751587,0.855972409248352,0.331670880317688,0.9280529618263245,0.9269686937332153
62,0.8722591996192932,0.8887943029403687,0.28999271988868713,0.000100000005,0.9510060548782349,0.9541651010513306,0.8442233204841614,0.8571184873580933,0.33071401715278625,0.9322443604469299,0.9251563549041748
63,0.870737612247467,0.8911608457565308,0.28916135430336,0.000100000005,0.9550579190254211,0.9518997669219971,0.8460512161254883,0.8571951389312744,0.33009567856788635,0.9291527271270752,0.9272378087043762
64,0.8702732920646667,0.8884403705596924,0.29110416769981384,0.000100000005,0.9534884691238403,0.9519269466400146,0.8459770679473877,0.856847882270813,0.3302280306816101,0.9297896027565002,0.9261873364448547
65,0.8728552460670471,0.8902564644813538,0.28867974877357483,0.000100000005,0.9538676738739014,0.9539065361022949,0.839286744594574,0.8573225736618042,0.33346185088157654,0.9334348440170288,0.9216275215148926
66,0.8736723065376282,0.8915469646453857,0.28696197271347046,0.000100000005,0.9505832195281982,0.9537829160690308,0.8501872420310974,0.8567889332771301,0.3288101851940155,0.9287339448928833,0.930518388748169
67,0.8742430210113525,0.8914166688919067,0.28742530941963196,0.000100000005,0.9569558501243591,0.9560174942016602,0.8452115654945374,0.8584260940551758,0.32973039150238037,0.9281724691390991,0.9272838234901428
68,0.8754377961158752,0.8944660425186157,0.283538281917572,0.000100000005,0.9532190561294556,0.9567883610725403,0.8502009510993958,0.8568357229232788,0.32902443408966064,0.9258943200111389,0.9310984015464783
69,0.8711428046226501,0.8906537294387817,0.2891516089439392,0.000100000005,0.9544765949249268,0.9527588486671448,0.8505066633224487,0.8572493195533752,0.32809144258499146,0.929044246673584,0.9310165047645569
70,0.8734441995620728,0.8908953070640564,0.28750553727149963,0.000100000005,0.9549515247344971,0.9543541073799133,0.8501196503639221,0.858612060546875,0.3275085985660553,0.932802140712738,0.9313877820968628
71,0.8775531649589539,0.8968695402145386,0.2803349494934082,0.000100000005,0.9577633142471313,0.9579001665115356,0.84541916847229,0.8602454662322998,0.3287777006626129,0.9350078105926514,0.9286524057388306
72,0.8755764961242676,0.8932800889015198,0.2844384014606476,0.000100000005,0.9519494771957397,0.9566786885261536,0.8424345254898071,0.8591893911361694,0.33281809091567993,0.9349925518035889,0.926252007484436
73,0.8756466507911682,0.8973838090896606,0.2810111939907074,0.000100000005,0.9628630876541138,0.9553061127662659,0.849437415599823,0.859921395778656,0.32666540145874023,0.927903413772583,0.9301690459251404
74,0.8736738562583923,0.894425094127655,0.28423985838890076,0.000100000005,0.9554096460342407,0.9546531438827515,0.846579909324646,0.8592110276222229,0.3306202292442322,0.9339200854301453,0.9300956130027771
75,0.8770428895950317,0.8956834077835083,0.2820117175579071,0.000100000005,0.9559376835823059,0.9575300812721252,0.8444935083389282,0.8601428270339966,0.331823468208313,0.9358314871788025,0.9286134839057922
76,0.8772185444831848,0.8974348306655884,0.280128538608551,0.000100000005,0.9599468111991882,0.9581072330474854,0.8478263020515442,0.8608732223510742,0.3265533149242401,0.930871307849884,0.9285756349563599
77,0.8787746429443359,0.8968613147735596,0.2799892723560333,0.000100000005,0.9519209861755371,0.9590173363685608,0.8431811928749084,0.8613955974578857,0.3308125436306,0.9362531900405884,0.9272550940513611
78,0.8746654987335205,0.8948310017585754,0.28286296129226685,0.000100000005,0.9545966386795044,0.9544105529785156,0.8427115082740784,0.8620476722717285,0.3304953873157501,0.9361118078231812,0.9273876547813416
79,0.8758276700973511,0.8954432606697083,0.28210389614105225,0.000100000005,0.9536904096603394,0.9567769169807434,0.8455876708030701,0.8585294485092163,0.33155104517936707,0.9338412880897522,0.9289512634277344
80,0.878367006778717,0.8990178108215332,0.2772579491138458,0.000100000005,0.957288384437561,0.9595966935157776,0.8486202955245972,0.8610823154449463,0.3270552456378937,0.9317002296447754,0.9300558567047119
81,0.8758490085601807,0.8970400094985962,0.28089362382888794,0.000100000005,0.9561346769332886,0.9576859474182129,0.85013747215271,0.8618999719619751,0.32500624656677246,0.9347784519195557,0.9319865107536316
82,0.8776117563247681,0.8968740701675415,0.2794713079929352,0.000100000005,0.9559098482131958,0.9580196738243103,0.8470046520233154,0.8639042973518372,0.3252950608730316,0.9340788125991821,0.9291399121284485
83,0.8796406388282776,0.8994808197021484,0.2767563462257385,0.000100000005,0.9557838439941406,0.9585247039794922,0.8446599245071411,0.8640179634094238,0.32605797052383423,0.9412588477134705,0.9275184273719788
84,0.8785406351089478,0.8998619318008423,0.2770257890224457,0.000100000005,0.9565759897232056,0.9580621123313904,0.8407501578330994,0.8634165525436401,0.3313545882701874,0.9362994432449341,0.9285731911659241
85,0.8780405521392822,0.8993628025054932,0.2780158221721649,0.000100000005,0.9628162980079651,0.9580292701721191,0.8429697155952454,0.8638623356819153,0.32822665572166443,0.9354289770126343,0.928878128528595
86,0.8790594339370728,0.9027189016342163,0.2744372487068176,0.000100000005,0.9628824591636658,0.9600975513458252,0.8502342104911804,0.8647030591964722,0.3236585855484009,0.9353296756744385,0.9341946244239807
87,0.8787361979484558,0.9006457328796387,0.2759115397930145,0.000100000005,0.9618871808052063,0.9610353112220764,0.845583438873291,0.863701581954956,0.32854318618774414,0.9342947602272034,0.9311578869819641
88,0.8809523582458496,0.9012646675109863,0.2744043171405792,0.000100000005,0.9579271078109741,0.961144745349884,0.8400346636772156,0.863928496837616,0.333307147026062,0.9373635053634644,0.9298512935638428
89,0.8806403279304504,0.9047995805740356,0.2716068625450134,0.000100000005,0.9671499133110046,0.9613990187644958,0.8505122065544128,0.8656592965126038,0.3221670687198639,0.9382515549659729,0.9329779744148254
90,0.880724310874939,0.9047229290008545,0.2718319594860077,0.000100000005,0.9630998969078064,0.9611993432044983,0.8421195149421692,0.8630805611610413,0.33299610018730164,0.9376512169837952,0.9296234846115112
91,0.8798719644546509,0.9008248448371887,0.27540123462677,0.000100000005,0.9595354795455933,0.9608761072158813,0.8373148441314697,0.8625162839889526,0.33670276403427124,0.9367237687110901,0.928466796875
92,0.8821325302124023,0.9035066366195679,0.2716059684753418,0.000100000005,0.9614967107772827,0.9620363712310791,0.8443840146064758,0.8633174896240234,0.3292429447174072,0.9379268288612366,0.9293426275253296
93,0.8804564476013184,0.9032515287399292,0.2725970447063446,0.000100000005,0.9632636308670044,0.9609575271606445,0.8398693799972534,0.8650569915771484,0.33335402607917786,0.9394572377204895,0.9297516345977783
94,0.8814759850502014,0.9020645618438721,0.27368754148483276,0.000100000005,0.9611828327178955,0.9618756175041199,0.8510840535163879,0.864396870136261,0.3228367567062378,0.9354694485664368,0.9326112866401672
95,0.882855236530304,0.9023263454437256,0.27273547649383545,0.000100000005,0.9554012417793274,0.9636791348457336,0.8527131080627441,0.8647022247314453,0.322048157453537,0.9340406656265259,0.9343081712722778
96,0.8794355392456055,0.9016814231872559,0.2745867073535919,0.000100000005,0.9613588452339172,0.9592640995979309,0.847436249256134,0.8674427270889282,0.3235150873661041,0.9352942109107971,0.9325278997421265
97,0.8826308846473694,0.9044101238250732,0.27089953422546387,0.000100000005,0.9601230621337891,0.9623322486877441,0.8469873070716858,0.865876317024231,0.3245418071746826,0.9370175004005432,0.9308373332023621
98,0.88193678855896,0.9059956073760986,0.26979249715805054,0.000100000005,0.964641273021698,0.9631891250610352,0.8420836925506592,0.8658405542373657,0.3295805752277374,0.9396874308586121,0.9305223226547241
99,0.884243369102478,0.9088031053543091,0.26575490832328796,0.000100000005,0.9624625444412231,0.9624704718589783,0.8441100120544434,0.8661471009254456,0.32725203037261963,0.9412738084793091,0.9298023581504822
100,0.8842363953590393,0.9084786176681519,0.26577210426330566,0.000100000005,0.9615982174873352,0.9641016125679016,0.8446212410926819,0.8652693033218384,0.32726696133613586,0.9383440613746643,0.930121123790741
101,0.8826990127563477,0.9053249955177307,0.26959553360939026,0.000100000005,0.9587289690971375,0.9630764722824097,0.8343183994293213,0.8615913391113281,0.34333670139312744,0.9362565875053406,0.9291043281555176
102,0.883272111415863,0.9069743156433105,0.2676788568496704,0.000100000005,0.9648581147193909,0.963342010974884,0.8551914691925049,0.867251992225647,0.3180951178073883,0.9366404414176941,0.9370143413543701
103,0.8845299482345581,0.9092720746994019,0.2651747763156891,0.000100000005,0.9631486535072327,0.9621811509132385,0.8418014645576477,0.8667851686477661,0.32982444763183594,0.9388742446899414,0.9306783676147461
104,0.8841332197189331,0.9075162410736084,0.2670588493347168,0.000100000005,0.9631146192550659,0.9642444849014282,0.8520885109901428,0.8690625429153442,0.3177449107170105,0.938652753829956,0.9334372878074646
105,0.8845273852348328,0.9089654088020325,0.2652828097343445,0.000100000005,0.9671430587768555,0.965041995048523,0.848264753818512,0.8686395287513733,0.32255491614341736,0.937620997428894,0.9346895217895508
106,0.885393500328064,0.9096910953521729,0.26432424783706665,0.000100000005,0.9687815308570862,0.9652000069618225,0.8419879674911499,0.8652536869049072,0.332290917634964,0.9406343102455139,0.9321364164352417
107,0.8849983811378479,0.911291241645813,0.26332011818885803,0.000100000005,0.9710461497306824,0.9654958844184875,0.8463389277458191,0.8671610355377197,0.3264654874801636,0.9414874315261841,0.9342831373214722
108,0.8842151165008545,0.9092985391616821,0.26534396409988403,0.000100000005,0.9648116827011108,0.9643213152885437,0.8481241464614868,0.8673079013824463,0.3232678472995758,0.9362996816635132,0.9315970540046692
109,0.8872535824775696,0.9106588363647461,0.2625129222869873,0.000100000005,0.9682384133338928,0.9665585160255432,0.8366501927375793,0.863761842250824,0.34045642614364624,0.9405772686004639,0.9298891425132751
110,0.885651171207428,0.9120365381240845,0.2611953020095825,0.000100000005,0.9648839235305786,0.9666094779968262,0.8508563041687012,0.8680595755577087,0.32067054510116577,0.9390996694564819,0.9345338344573975
111,0.8872882723808289,0.9159339666366577,0.2571331858634949,0.000100000005,0.9719136953353882,0.9668210744857788,0.8484978079795837,0.8677794933319092,0.32378068566322327,0.9401658773422241,0.9346104860305786
112,0.8869302868843079,0.9135560989379883,0.25965240597724915,1.0000001e-05,0.9674049615859985,0.9658524394035339,0.8480570316314697,0.8676661849021912,0.32390284538269043,0.9393463730812073,0.9338200688362122
113,0.8875861763954163,0.9132909774780273,0.25932902097702026,1.0000001e-05,0.9679067134857178,0.9672675728797913,0.8482140302658081,0.8677010536193848,0.32378268241882324,0.9388059377670288,0.9346901774406433
114,0.887094259262085,0.9132777452468872,0.25966647267341614,1.0000001e-05,0.9685100317001343,0.966585636138916,0.8493225574493408,0.8689975738525391,0.32130035758018494,0.9377562999725342,0.9348164796829224
115,0.8875856995582581,0.9146316051483154,0.25848302245140076,1.0000001e-05,0.970927894115448,0.967494785785675,0.8500599265098572,0.8684841394424438,0.3208618462085724,0.9427509307861328,0.9348142147064209
116,0.8889420032501221,0.9136618375778198,0.25802135467529297,1.0000001e-05,0.9677531123161316,0.9670926928520203,0.8498738408088684,0.868565559387207,0.32117605209350586,0.9371302127838135,0.9341588616371155
117,0.8878228664398193,0.9154216051101685,0.25716710090637207,1.0000001e-05,0.9702644348144531,0.9677990078926086,0.8496065139770508,0.8682432174682617,0.3217200040817261,0.940268337726593,0.9344814419746399
118,0.8882676959037781,0.9135987162590027,0.25884106755256653,1.0000001e-05,0.9706093072891235,0.9673868417739868,0.8487484455108643,0.8684611916542053,0.32214242219924927,0.9375316500663757,0.9330612421035767
119,0.8888731002807617,0.914352536201477,0.25769561529159546,1e-05,0.9696746468544006,0.9672279953956604,0.8497437834739685,0.868158221244812,0.3215867877006531,0.9365243315696716,0.9345250129699707
120,0.8889793157577515,0.9160753488540649,0.25583651661872864,1e-05,0.969654381275177,0.9683984518051147,0.8492150902748108,0.8688219785690308,0.3217930197715759,0.9369696378707886,0.9345158934593201
121,0.888597846031189,0.914198100566864,0.25787216424942017,1e-05,0.9691411256790161,0.9688529372215271,0.8499602675437927,0.8690589070320129,0.3211088478565216,0.941615104675293,0.935518205165863
122,0.8883432149887085,0.9152948260307312,0.2570881247520447,1e-05,0.9708399772644043,0.966606616973877,0.8508247137069702,0.8693833351135254,0.32001981139183044,0.9386165142059326,0.9356700778007507
123,0.8875004649162292,0.9141448140144348,0.2585877776145935,1e-05,0.9698188304901123,0.967681884765625,0.8504658937454224,0.8690070509910583,0.3207666873931885,0.9363706111907959,0.9357033967971802
124,0.8890997767448425,0.9144933223724365,0.2577556371688843,1e-05,0.9668557643890381,0.9683804512023926,0.8492451906204224,0.8685142993927002,0.32260069251060486,0.9413294792175293,0.9346932768821716
